AAABAABAACAA,AAABAABAACAAA,S.E.E.ES..
AAAAAAAABCAB,AAAAAAAABCABB,S.E....S..
AAABBBABABBACAB,AAABBBABABBACABA,...E.S.EES
AAAAAAAAACAAABA,AAAAAAAAACAAABAB,.E.EE..E.E
AAABBBACCAABA,AAABBBACCAABAC,..EE......
AAAACAACBABBABB,AAAACAACBABBABBB,........E.
AAABBBBAABBCAA,AAABBBBAABBCAAB,ESE...ESS.
AAABBBACAACAAB,AAABBBACAACAABA,E..EE.E.S.
AAABAABAABBBAB,AAABAABAABBBABB,E....S....
AAAACAAABBABABB,AAAACAAABBABABBB,.S.E.S.S.S
AAABBABAAABABA,AAABBABAAABABAB,E...SEE.SS
AAABAACAAAAABBB,AAABAACAAAAABBBA,SESE......
AAABAABABAABAA,AAABAABABAABAAC,....EE.S..
AAABBBBAAABACC,AAABBBBAAABACCA,.....E.SE.
AAAACAAACABAA,AAAACAAACABAAA,ES..E...EE
AAABAACAABBAAA,AAABAACAABBAAAB,......S...
AAABAACBAACBAA,AAABAACBAACBAAC,.....SE.SE
AAAAAAAABBCAABA,AAAAAAAABBCAABAA,EE.....E..
AAABBCABCA,AAABBCABCAA,ES.E..ESE.
AAABBBBAAAACAB,AAABBBBAAAACABA,.E.ES.....
AAAACAABAABAAAA,AAAACAABAABAAAAC,.SE....SE.
A,AA,.....S.ES.
AAAACAAABAABAAB,AAAACAAABAABAABB,.EESES..EE
AAABAACBABCAABC,AAABAACBABCAABCA,E.S.....EE
AAABBCABBAAAB,AAABBCABBAAABA,.E..S..ES.
AAAABAABCBCBBA,AAAABAABCBCBBAB,SE.......E
AAABBBAAABBBABA,AAABBBAAABBBABAA,.S...E.E.E
AAABAACBAACBABC,AAABAACBAACBABCA,..S.E..E.S
AAABAABBBBBABBB,AAABAABBBBBABBBA,...E..SE.E
AAAABAABCAAAAAA,AAAABAABCAAAAAAC,.EEE......
AAAACABAAABAAB,AAAACABAAABAABB,E.ES..ES..
AAAACAAABAABABA,AAAACAAABAABABAB,EEE.EE.E..
AAABBCAAABCAAAC,AAABBCAAABCAAACA,.E..E.....
AAAABAABCBBAB,AAAABAABCBBABB,E..E.E.E.S
AAABBBACBCBAABC,AAABBBACBCBAABCA,E.......EE
AAABBBAAABACCC,AAABBBAAABACCCA,...E.S....
AAABBBBAABAAABB,AAABBBBAABAAABBA,.E.....E..
AAAACAAABCA,AAAACAAABCAB,S..S......
AAAACAAABBABACA,AAAACAAABBABACAC,....E...E.
AAABBBBACBBAAA,AAABBBBACBBAAAB,S...S..E..
AAABBCAAAABAABA,AAABBCAAAABAABAC,S.E.SS...S
AAAAAAAABBABCAB,AAAAAAAABBABCABA,...E....ES
AAABBBABABBBBA,AAABBBABABBBBAA,S.EE..E..E
AAABAABAAAAACB,AAABAABAAAAACBB,...EE....S
AAAACAAABBBCBBA,AAAACAAABBBCBBAA,.SEEE...S.
AAABBBBAABAAAAB,AAABBBBAABAAAABA,....E.EE.E
AAAACAABAABBAAA,AAAACAABAABBAAAC,EEE..S....
AAAAAABAAAAAAA,AAAAAABAAAAAAAA,..E.S.....
AAABAABAABAABAB,AAABAABAABAABABA,E.S.....ES
AAABBAAABACBACA,AAABBAAABACBACAA,.E.ES..E.E
AAAABAABAACABA,AAAABAABAACABAC,...ES..S.E
AAAACAAAACBAAAC,AAAACAAAACBAAACB,...E...S..
AAAABAABBBABBAB,AAAABAABBBABBABC,S.ES.E..S.
AAABBCBABAACABB,AAABBCBABAACABBA,.....S....
AAABBAAABACABBA,AAABBAAABACABBAB,E.S...EE..
AAAAAABABBABAAA,AAAAAABABBABAAAB,...EE..E..
AAABBBACBBCBCAA,AAABBBACBBCBCAAA,...SE.E.EE
AAAACAAABBABAAA,AAAACAAABBABAAAA,..ES......
AAAAAAAABBAABA,AAAAAAAABBAABAB,...E.....E
AAABBCABBAAABBA,AAABBCABBAAABBAA,..EE.E.SSE
AAABBABABCAB,AAABBABABCABC,..E...S...
AAABBCABAAACBA,AAABBCABAAACBAA,ESS..S....
AAABAAAAAAABABC,AAABAAAAAAABABCB,.....E..ES
AAAAAABAABCBCBA,AAAAAABAABCBCBAA,..E.E.S...
AAAABAABCCAAA,AAAABAABCCAAAA,..SES.E..S
AAABBABABBAAABA,AAABBABABBAAABAA,ES...S..S.
AAABBBAAABBAAA,AAABBBAAABBAAAA,....EE....
AAABAABBBBAA,AAABAABBBBAAA,SE.....E..
AAAAAAAABCAAABA,AAAAAAAABCAAABAA,ESEE.E.SE.
AAABBAAABACC,AAABBAAABACCA,S.E...S...
AAABBBACBBCAAA,AAABBBACBBCAAAB,...E.....E
AAAABAABCBCBA,AAAABAABCBCBAA,.ES.E.....
AAAAAAAAACCCAAB,AAAAAAAAACCCAABA,E.EE..E...
AAAABAABCBCACAC,AAAABAABCBCACACA,.SS.S.SES.
AAAACAAAACACBA,AAAACAAAACACBAC,..E.E.....
AAABBBACABABBBC,AAABBBACABABBBCA,.E.E..S...
AAABBBACABAACA,AAABBBACABAACAB,..EEE.S...
AAABBBACAACABBA,AAABBBACAACABBAB,..S.....S.
AAABBBABAAABBAB,AAABBBABAAABBABB,.ES.S.....
AAABBBACBBCBBA,AAABBBACBBCBBAB,E.E.SE....
AAAACAAAAAC,AAAACAAAAACA,.....EE.EE
AAAACAAABBAAA,AAAACAAABBAAAB,..E.....E.
AAABBBBABACBABC,AAABBBBABACBABCA,...EE.....
AAABBAAABAABAA,AAABBAAABAABAAA,..E...E...
AAAABAABCBBBB,AAAABAABCBBBBC,...E......
AAAACAAABBAABA,AAAACAAABBAABAA,.S.E.EE...
AAABBBACCAABACA,AAABBBACCAABACAA,.....S....
AAABAABAAABBAAA,AAABAABAAABBAAAA,E...E...SE
AAABAAAAAAAAAB,AAABAAAAAAAAABA,E........S
AAAACAAACBBBCAC,AAAACAAACBBBCACA,SSEE..S..E
AAABBBCABAABAA,AAABBBCABAABAAA,......S.E.
AAAACAACBABBA,AAAACAACBABBAC,..S.E.EEE.
AAABBBAAABAAABA,AAABBBAAABAAABAC,ES.E.E.EE.
AAABBBCAAAAABBC,AAABBBCAAAAABBCA,EE.S..E.EE
AAAACAACBBBBBC,AAAACAACBBBBBCA,......EEE.
AAABBAAABACCB,AAABBAAABACCBA,E....E.EE.
AAABAACBAACAABB,AAABAACBAACAABBB,...E...SE.
AAABBCAAABCAABC,AAABBCAAABCAABCC,...E....E.
AAAACAAABAAABB,AAAACAAABAAABBA,.....EE...
AAAAAABACAAAAAB,AAAAAABACAAAAABA,S.S.E....E
AAABBBACBBAACBC,AAABBBACBBAACBCB,EEEEE.E..E
AAABBBBAABBA,AAABBBBAABBAB,.E.S......
AAABBCAAAAA,AAABBCAAAAAC,.EE.E.....
AAABBBACBCCACAC,AAABBBACBCCACACA,S.E.E.SE..
AAABAACBAACB,AAABAACBAACBC,SS....E.SE
AAABBABABBBBBAA,AAABBABABBBBBAAB,......E...
AAAABAABCBCCAA,AAAABAABCBCCAAC,ESSE.....S
AAAABAABCBAAAAB,AAAABAABCBAAAABB,.SE.......
AAABBBBABAAAABA,AAABBBBABAAAABAA,E.S......S
AAABBBCAAAABCAB,AAABBBCAAAABCABA,E.ES......
AAAACAAACBBBCA,AAAACAAACBBBCAA,...E...E..
AAABBCBABAABBCA,AAABBCBABAABBCAA,EE...S...E
AAABAACABAAAB,AAABAACABAAABB,EEE...S.S.
AAABBCABCBBBA,AAABBCABCBBBAA,..........
AAAACABAAAAAB,AAAACABAAAAABA,..EES..SS.
AAABBBCABBBBAAB,AAABBBCABBBBAABB,E.E..E...S
AAAACAAACBBAAA,AAAACAAACBBAAAB,E.S..E....
AAAAAAAAABACBAB,AAAAAAAAABACBABB,S...S.E...
AAABAABABABABB,AAABAABABABABBC,.....S..SS
AAAACAABACAAABC,AAAACAABACAAABCB,.....EE.E.
AAAACAABABAAAB,AAAACAABABAAABB,.....SE...
AAABBBCAAAAAAAB,AAABBBCAAAAAAABA,.E..S.....
AAABBBACBCCAAAA,AAABBBACBCCAAAAB,ESEESE....
AAAACAAABABCCAA,AAAACAAABABCCAAA,...SSS..EE
AAABAACBABBABAA,AAABAACBABBABAAA,.....E....
AAABBCABCBBB,AAABBCABCBBBA,E....S....
AAAAAAAAACCAABA,AAAAAAAAACCAABAC,.EE..S...E
AAABBBCAAAABAA,AAABBBCAAAABAAA,..E...E...
AAAABAABCAAAB,AAAABAABCAAABA,.........E
AAABBBACAACCAAB,AAABBBACAACCAABA,ES...ES.E.
AAAABAABCBCCABA,AAAABAABCBCCABAC,.EEE.E...S
AAAACAAAAABAAA,AAAACAAAAABAAAC,..E.E...EE
AAABAABAABBBAAA,AAABAABAABBBAAAB,....E..SEE
AAABBBAAACAAB,AAABBBAAACAABB,.SEE..E...
AAABBBACABCABB,AAABBBACABCABBA,.SSS......
AAABBBACBBCBCBB,AAABBBACBBCBCBBB,..E.E.SS..
AAABAABBBABBA,AAABAABBBABBAC,EE...S.E.E
AAABBCAAABAB,AAABBCAAABABA,........SE
AAABBBCBABBAACB,AAABBBCBABBAACBA,S.........
AAABBBBAABAAAAB,AAABBBBAABAAAABB,.E....S...
AAABAACBAAAAAAC,AAABAACBAAAAAACB,.......E..
AAAACAAABAABAAA,AAAACAAABAABAAAA,....E.E.E.
AAAAAABABBACAAA,AAAAAABABBACAAAC,.E...S.ES.
AAABAAAAAAACACA,AAABAAAAAAACACAA,..ESS....E
AAAAAAAABBBBABA,AAAAAAAABBBBABAA,E......S..
AAABAABAABBAAAB,AAABAABAABBAAABA,...E.E..ES
AAABAACAAAABBAA,AAABAACAAAABBAAB,ES.SE.....
AAABAACBBABCBAB,AAABAACBBABCBABA,.EEE...E..
AAABBBAAABAABB,AAABBBAAABAABBB,...S..SS..
AAABBCBAAAAAAB,AAABBCBAAAAAABA,E...E.E..E
AAAACAAAAAAABAA,AAAACAAAAAAABAAB,....S....E
AAAABAABBBACBBB,AAAABAABBBACBBBA,..SE..SE..
AAABAACABABACA,AAABAACABABACAA,S.S.E.....
AAAACAAABBAAA,AAAACAAABBAAAA,EE.S....S.
AAAACAAABABBAAA,AAAACAAABABBAAAA,......S..E
AAABBBBABACBA,AAABBBBABACBAB,.E.E..S...
AAABAACABABA,AAABAACABABAA,.SE.E...ES
AAAACAACAAAA,AAAACAACAAAAA,.....SE..E
AAAACAAACAAAAB,AAAACAAACAAAABA,..E.......
AAABBBACBBCBACB,AAABBBACBBCBACBA,S......SS.
AAAACAACBBBBCBA,AAAACAACBBBBCBAC,.E...E.E..
AAABBBAAABACACA,AAABBBAAABACACAB,.....EEE.E
AAAAAAAABA,AAAAAAAABAA,...E...S.S
AAABBBABAAACAB,AAABBBABAAACABC,.SS.S...E.
AAAACAAABABCCAB,AAAACAAABABCCABA,...E......
AAAACAAACABBCAC,AAAACAAACABBCACA,E.E.E.EE..
AAABBBAAACAABC,AAABBBAAACAABCA,S..E..E..S
AAABBABAABABBBB,AAABBABAABABBBBB,EES.E...SS
AAABBBACCAABAC,AAABBBACCAABACA,...E..ES.S
AAABBCBABAABB,AAABBCBABAABBA,..S.S.E.E.
AAABBCBABAAAAB,AAABBCBABAAAABB,..E.SSS.E.
AAABBBCBAABBBA,AAABBBCBAABBBAA,.E..E.E...
AAAABAABCABBBAC,AAAABAABCABBBACB,.....E....
AAAACAAAACAABAB,AAAACAAAACAABABA,EE..E...ES
AAABAACBAACCAAA,AAABAACBAACCAAAA,....E....S
AAAAAABAABCBCBA,AAAAAABAABCBCBAB,S.SE....E.
AAABBBBAABBAB,AAABBBBAABBABA,.E...EE...
AAABBBBAABBCBAC,AAABBBBAABBCBACB,EE...EE.ES
AAABBBACBCAAACA,AAABBBACBCAAACAB,S.........
AAAAAAAAACBCCB,AAAAAAAAACBCCBA,..E..E...E
AAABAACABABAAAB,AAABAACABABAAABC,.SE.EE.E..
AAABBABABCAACA,AAABBABABCAACAB,..ES...S..
AAAAAABABAA,AAAAAABABAAA,S.EE....EE
AAABBBCBABABBAB,AAABBBCBABABBABA,.S.SS...E.
AAABAABBBABBACC,AAABAABBBABBACCC,.S.EE.SE..
AAABBABABBAAA,AAABBABABBAAAB,....E.E.S.
AAABBBAAAAABBAC,AAABBBAAAAABBACC,.E..E.E..E
AAAACAAACBBAAB,AAAACAAACBBAABB,.....E...E
AAABAACABABAACA,AAABAACABABAACAA,E......E..
AAABAACAABABBAB,AAABAACAABABBABB,S.E..E....
AAABBCABB,AAABBCABBA,EE.EE.SS..
AAAACAAACABABAB,AAAACAAACABABABB,.....SS...
AAAABAABCABCBA,AAAABAABCABCBAA,E..SE.....
AAABBABAAAAAAAB,AAABBABAAAAAAABC,..E..S.E..
AAABAAAAABAAC,AAABAAAAABAACA,EES...EE..
AAAACABAAABBAAB,AAAACABAAABBAABB,..S......E
AAAACAAABBACAAA,AAAACAAABBACAAAA,....S..S..
AAABBBABAAAC,AAABBBABAAACB,..........
AAABBBABAAACAAB,AAABBBABAAACAABA,E....E.E.S
AAABBCAAAAACAA,AAABBCAAAAACAAB,SSE...E...
AAAACAAABAAABBB,AAAACAAABAAABBBA,..E.ES.E.E
AAABBBACABABACB,AAABBBACABABACBA,...S......
AAABAACAABABCC,AAABAACAABABCCA,....S.E...
AAAABAABCBCA,AAAABAABCBCAC,.SSEE.E..E
AAAABAABCBCCCBA,AAAABAABCBCCCBAC,S.E.SE..S.
AAABAABAABBBABA,AAABAABAABBBABAB,...EE.....
AAABBCABAAACBAA,AAABBCABAAACBAAB,.EEEESE..S
AAABAABAABCA,AAABAABAABCAA,..S.E....S
AAAAAABAABAAAA,AAAAAABAABAAAAA,S...S...S.
AAABBBACABBAABA,AAABBBACABBAABAC,..EE....S.
AAABAACABABAC,AAABAACABABACB,ES.E.E....
AAABAACBAAACA,AAABAACBAAACAB,..SES.E.EE
AAABAABAACAA,AAABAABAACAAB,.E.SE.....
AAAAAAAAAAAAACA,AAAAAAAAAAAAACAA,.........E
AAAAAAAAABACABC,AAAAAAAAABACABCB,E......E..
AAABAABBBABCACA,AAABAABBBABCACAB,E.........
AAAACAAABBAACAB,AAAACAAABBAACABB,.EES..E.EE
AAABBBCBAACBAB,AAABBBCBAACBABA,EE...E..S.
AAAABAABBA,AAAABAABBAC,..E.ES....
AAAACAAAACAB,AAAACAAAACABB,...E....E.
AAABAACBBABCBA,AAABAACBBABCBAA,.EE...E.S.
AAABBBBABACBABC,AAABBBBABACBABCC,..ESE...E.
AAABBBBAAACCAC,AAABBBBAAACCACA,S...EEEE..
AAAACAABACBAABA,AAAACAABACBAABAB,E....E.S.E
AAAAAAAAAAAABA,AAAAAAAAAAAABAC,...E...E.E
AAAABAABCBABCAA,AAAABAABCBABCAAB,E.ES.E..E.
AAAAAAAAACCC,AAAAAAAAACCCA,EE..E.S.S.
AAAABAABBAAABAB,AAAABAABBAAABABA,E........E
AAABAABBBAABCAB,AAABAABBBAABCABB,.EES...EE.
AAABBCAAAAACBAA,AAABBCAAAAACBAAB,...E....SE
AAABBBCABBBCA,AAABBBCABBBCAA,SE.E.E.E..
AAAACAAAACCBAAA,AAAACAAAACCBAAAA,..S....SS.
AAAACAAABCAABBB,AAAACAAABCAABBBB,.ES..S.S..
AAABBCABCAAABAB,AAABBCABCAAABABA,.....ES.E.
AAAAAAAACAABB,AAAAAAAACAABBB,..ES......
AAABBABAABAABAA,AAABBABAABAABAAA,EEE.......
AAAACAAABAAABBC,AAAACAAABAAABBCC,...E......
AAAABAABCBABABA,AAAABAABCBABABAB,E..EES...E
AAABBBABAABCC,AAABBBABAABCCC,........SS
AAABBABABBAAAAC,AAABBABABBAAAACA,.....S.ES.
AAABBCABCABBAC,AAABBCABCABBACA,.S....E.E.
AAAABAABBBABABB,AAAABAABBBABABBA,EEEE..S.E.
AAABBBBACBAAABC,AAABBBBACBAAABCA,........E.
AAABBBACCABABBA,AAABBBACCABABBAB,ESES.E.E..
AAAABAABCBACCCA,AAAABAABCBACCCAA,S.....E...
AAABBBACCABABBC,AAABBBACCABABBCA,E...S..S..
AAAACAABABBBABA,AAAACAABABBBABAB,E.....S.ES
AAABBCABCBAAABB,AAABBCABCBAAABBA,S......E..
AAAABAABBBAAACA,AAAABAABBBAAACAB,E.S.......
AAAACAABACBA,AAAACAABACBAC,E....EE.S.
AAAACAACBABCBAA,AAAACAACBABCBAAA,...S.S....
AAABAACBAB,AAABAACBABA,S.E......E
AAABAAAAACABAAB,AAABAAAAACABAABA,..........
AAAABAABBBABBAB,AAAABAABBBABBABA,.E....E..S
AAABBBA,AAABBBAA,.......E.E
AAABBBBAAABABBB,AAABBBBAAABABBBA,E.ES.E..SS
AAABBABAABABAAA,AAABBABAABABAAAB,.EES.S..E.
AAAACAAACABCAAA,AAAACAAACABCAAAA,E..S..E.E.
AAABAABBBAACAA,AAABAABBBAACAAB,...EEE..S.
AAAACAAACABBACB,AAAACAAACABBACBA,..S...EE..
AAABAACAABBCBC,AAABAACAABBCBCA,......E..S
AAABBBACBCABCBB,AAABBBACBCABCBBA,....E.E...
AAABBBAAABAAB,AAABBBAAABAABA,SE..EE.E..
AAAAAAAABBCAABB,AAAAAAAABBCAABBA,...EE.....
AAAACAABABABACB,AAAACAABABABACBA,E.........
AAABBBABAABBAA,AAABBBABAABBAAC,.S..E..E.E
AAAACAAABAB,AAAACAAABABA,..S.EEE.E.
AAABBABABBBCBCC,AAABBABABBBCBCCA,..S.....S.
AAABBBACBCABAB,AAABBBACBCABABB,.E...E..E.
AAAACAAACABCB,AAAACAAACABCBC,..SE.E....
AAABAACBACAABB,AAABAACBACAABBB,E....E....
AAABBCABCBBBA,AAABBCABCBBBAB,.....EE.E.
AAABAACBABCCABA,AAABAACBABCCABAA,S.E...ES..
AAABBBCABAACAAA,AAABBBCABAACAAAA,...E...EES
AAAABAABAAAAAB,AAAABAABAAAAABA,..........
AAABBBACBBCA,AAABBBACBBCAA,E...S....E
AAAACAAABBBA,AAAACAAABBBAA,....EE..SS
AAABBABABBAAAAC,AAABBABABBAAAACB,.SS.......
AAABBBAAABACBA,AAABBBAAABACBAB,.EE.E..SE.
AAABBBBAAABACAB,AAABBBBAAABACABB,ES.E...S.E
AAAABAABCBBBCC,AAAABAABCBBBCCB,.......E..
AAABAABAABBABA,AAABAABAABBABAA,.ES..ES...
AAAACAAACBAACCB,AAAACAAACBAACCBA,.SEE.ESEE.
AAABAACAABBCABB,AAABAACAABBCABBC,...E...EEE
AAABAABAAABBABB,AAABAABAAABBABBA,S....E.S..
AAAABAABAAAACC,AAAABAABAAAACCA,..........
AAAABAABCBCBBAA,AAAABAABCBCBBAAB,...SE...EE
AAAABAABCBCCAAB,AAAABAABCBCCAABA,S.........
AAABBAAAAACAAB,AAABBAAAAACAABA,.S.E..E...
AAABBCAAABABCAB,AAABBCAAABABCABA,...E...SS.
AAABAACABABACCA,AAABAACABABACCAA,.....E.E..
AAABBAAABCAAAA,AAABBAAABCAAAAB,..S.EE....
AAABBBCAAAACACA,AAABBBCAAAACACAC,...E....S.
AAABBBACBC,AAABBBACBCA,...E..S...
AAABBBABABABABA,AAABBBABABABABAB,.ES....SE.
AAAABAABBAAACAA,AAAABAABBAAACAAC,........E.
AAABAABBBABAB,AAABAABBBABABC,.....E..E.
AAAABAABCBABCAB,AAAABAABCBABCABA,E.SE.EE..S
AAABAACBABCACBA,AAABAACBABCACBAA,.E.E...SE.
AAAABAAAAAABAA,AAAABAAAAAABAAB,..SE...S..
AAABAACBABABB,AAABAACBABABBB,E..ES.E.SS
AAAACAAABCAAAA,AAAACAAABCAAAAB,S..EE.S..E
AAABBAAABACBAA,AAABBAAABACBAAA,.E.E.EE.SE
AAAACAAABABAAAB,AAAACAAABABAAABB,E..ES....E
AAABBBACBBAACA,AAABBBACBBAACAB,......EE..
AAAAAAAABBCCACA,AAAAAAAABBCCACAA,..E....E.S
AAABBBBAABBBBA,AAABBBBAABBBBAA,...E....E.
AAABBBCABCABAA,AAABBBCABCABAAB,..E.E.E...
AAAABAABCABAA,AAAABAABCABAAB,EE.EEE....
AAABBBBAAAACBB,AAABBBBAAAACBBC,E.....S..E
AAAAAAAAACBAAAC,AAAAAAAAACBAAACC,.....EEE..
AAABBAAABCBABA,AAABBAAABCBABAA,.S.SS.....
AAABBCABAABA,AAABBCABAABAA,...EE.ES..
AAABBABABCABAAA,AAABBABABCABAAAB,.E...E...E
AAAACAACBBBBAAA,AAAACAACBBBBAAAA,......S.S.
AAAACAACBCAAABA,AAAACAACBCAAABAB,E....S....
AAABBCAAAABBACB,AAABBCAAAABBACBB,E..SE....E
AAABAABAAAAACBA,AAABAABAAAAACBAC,E.E.E.E.SE
AAAAAAAAACCACBA,AAAAAAAAACCACBAB,S..ES.E.EE
AAAABAABCBCCCBB,AAAABAABCBCCCBBA,SE.....SE.
AAAAAAAAACA,AAAAAAAAACAA,.EE.SE....
AAAAAAAAACBCCBA,AAAAAAAAACBCCBAA,E.ES.E.ESS
AAABAAAAAAAABAA,AAABAAAAAAAABAAB,....E..E..
AAABBBCABBAACAB,AAABBBCABBAACABA,.EE.E.E.E.
AAABAACAABBABBB,AAABAACAABBABBBB,E.E..E.SS.
AAABAABABAABBBA,AAABAABABAABBBAB,E.EEEE.S.S
AAABBBCAAAABCAC,AAABBBCAAAABCACC,E..S......
AAABBABABCAABAC,AAABBABABCAABACC,.S.E...S..
AAABBBACBCCACAA,AAABBBACBCCACAAA,......E...
AAABBBABABBAAB,AAABBBABABBAABB,SE...S...S
AAAABAABBBACBB,AAAABAABBBACBBC,..E....EE.
AAAACAABABBBA,AAAACAABABBBAB,E..ES.S...
AAAACAAABAAABA,AAAACAAABAAABAC,E...EE.E..
AAABBABABCAABAB,AAABBABABCAABABC,.....SE..E
AAAACAAAAAAAAB,AAAACAAAAAAAABC,.....ES..E
AAAABAABCBACBAA,AAAABAABCBACBAAB,E....E...S
AAABBCAAABCAABA,AAABBCAAABCAABAB,..E.SE.E..
AAABBBCAAAABBBB,AAABBBCAAAABBBBA,S........E
AAABAACAABABCCC,AAABAACAABABCCCB,..E..E..S.
AAAABAABAAABACC,AAAABAABAAABACCA,E...EEE.E.
AAAABAABCBCCAAB,AAAABAABCBCCAABB,E..S.E..S.
AAABBCABBACBABB,AAABBCABBACBABBC,EE..EE....
AAABBBCABAABAA,AAABBBCABAABAAC,.....S....
AAAAAAAABAAABAA,AAAAAAAABAAABAAC,.E..EE...E
AAAAAABAABC,AAAAAABAABCB,.E.E.....E
AAAAAAAABCACBAA,AAAAAAAABCACBAAA,E..E...S..
AAAAAABAABAAACC,AAAAAABAABAAACCA,S......SE.
AAAABAABCAAA,AAAABAABCAAAB,EE.....SE.
AAAACAAAACCBACC,AAAACAAAACCBACCA,....E...E.
AAAAAAAABABAACB,AAAAAAAABABAACBA,EEE...EEE.
AAAAAAAABBAB,AAAAAAAABBABA,SE.....E..
AAAACAAABAABAC,AAAACAAABAABACA,......E...
AAAACAAACAAABAC,AAAACAAACAAABACB,.........S
AAAACABAAAAAA,AAAACABAAAAAAA,.....E...E
AAABBAAABAAAAC,AAABBAAABAAAACB,.....E.E.E
AAABBBBAAACB,AAABBBBAAACBA,EE.E.E.EE.
AAAABAABCCABAAA,AAAABAABCCABAAAC,..........
AAABAACABABAABA,AAABAACABABAABAA,.E.EE....E
AAABBBCBAACCAA,AAABBBCBAACCAAC,.E....E.EE
AAABBCABCBCB,AAABBCABCBCBA,.EES.....E
AAAACAACAAAABB,AAAACAACAAAABBA,.SSEE.S...
AAAACAABABBAAAC,AAAACAABABBAAACB,E.....S...
AAABBBACAACCAA,AAABBBACAACCAAA,....E.EE..
AAABBABABBBA,AAABBABABBBAA,..E.E...S.
AAAACAACBBBBCAA,AAAACAACBBBBCAAC,S.E.S..EE.
AAAAAABAABBABAB,AAAAAABAABBABABC,E....E....
AAAACAAACAAAACB,AAAACAAACAAAACBA,..E...SE..
AAABBBACCABBAAA,AAABBBACCABBAAAB,E.E..EE..S
AAABAABABAACAAA,AAABAABABAACAAAA,...E..E...
AAABBBCABAABAA,AAABBBCABAABAAB,.S........
AAABBBABABACAAB,AAABBBABABACAABB,.....E..E.
AAABBBBAABAABB,AAABBBBAABAABBA,..S...SEE.
AAABAABAAAB,AAABAABAAABA,SE...E.EEE
AAABBBACAACAA,AAABBBACAACAAB,..E..SES..
AAAACAAAACBABBA,AAAACAAAACBABBAA,ES.E...ES.
AAABBBBAAABBA,AAABBBBAAABBAA,.E...S....
AAAACAACBACBCBB,AAAACAACBACBCBBB,E...E...SS
AAAAAAAAACCBCBA,AAAAAAAAACCBCBAA,...E.ES.S.
AAAABAABCAAABBB,AAAABAABCAAABBBA,SES.E.E...
AAABBBABAAABABC,AAABBBABAAABABCB,...E.E.S..
AAAAAAAAACBCACB,AAAAAAAAACBCACBA,E.EE......
AAAACAACBBAAAAB,AAAACAACBBAAAABA,..EE......
AAABBBBAAABABBC,AAABBBBAAABABBCA,.SSSE.S.ES
AAABBBACBCCCAB,AAABBBACBCCCABC,S.....E.EE
AAABBBABABBAABB,AAABBBABABBAABBB,SE..ESEE..
AAABBABAAB,AAABBABAABA,.....SSE.E
AAABAABAAAAAA,AAABAABAAAAAAB,....ES.E.S
AAAAAAAAAA,AAAAAAAAAAB,S....S....
AAABAACBAAACA,AAABAACBAAACAA,..ESE.SEE.
AAAAAAAAACBBAB,AAAAAAAAACBBABA,.E.EE...E.
AAABBAAABAAABA,AAABBAAABAAABAA,......E...
AAAACAAACBAAAAB,AAAACAAACBAAAABB,ESEE..E...
AAAACAABAAAB,AAAACAABAAABA,E.......ES
AAABBCBAAAAAAAB,AAABBCBAAAAAAABB,......E...
AAABBBBAAAC,AAABBBBAAACB,.S.SE....S
AAABBABAABAB,AAABBABAABABB,.E...E.S..
AAABBCABCBABAC,AAABBCABCBABACC,.ES..E..E.
AAAABAABCABCBBB,AAAABAABCABCBBBB,....E.E...
AAABAACBBABCAA,AAABAACBBABCAAA,.......ES.
AAABBAAAB,AAABBAAABB,....E.EE..
AAABBAAABBBBAAA,AAABBAAABBBBAAAA,....EESE.S
AAABBBACBCC,AAABBBACBCCA,SE........
AAABAAAAACAABBA,AAABAAAAACAABBAC,...ESS.SE.
AAABAABBBAAAC,AAABAABBBAAACA,..E...EE.S
AAABBBAAAAABC,AAABBBAAAAABCA,....E.S.S.
AAABBABABCABCAB,AAABBABABCABCABA,.....E..E.
AAAACAAAABACABB,AAAACAAAABACABBA,..E..E....
AAAACAABACBAB,AAAACAABACBABA,E...E...EE
AAAAAAAABAA,AAAAAAAABAAA,.E........
AAAAAAAAABABBC,AAAAAAAAABABBCC,.ESS...E..
AAABAABBBBAAAAA,AAABAABBBBAAAAAA,S......S..
AAAAAAAAAAABBBB,AAAAAAAAAAABBBBC,....E.EE..
AAABBBACABBABA,AAABBBACABBABAC,...E......
AAAAAAAABCACAAB,AAAAAAAABCACAABC,..E.....SS
AAAACAABAAACAB,AAAACAABAAACABA,..S.E...EE
AAABBBBACBBCAB,AAABBBBACBBCABA,E.........
AAAACAAACBBBBCB,AAAACAAACBBBBCBA,.S.EE.S..S
AAAACAAABCACB,AAAACAAABCACBA,E......ESS
AAABAACABABBAAC,AAABAACABABBAACA,..SS..S.E.
AAABBCABAAAAABA,AAABBCABAAAAABAB,E.........
AAABBCBAAAAACAB,AAABBCBAAAAACABC,..SEE...S.
AAABBABABCA,AAABBABABCAA,..EE..E...
AAABBBCABBBCCB,AAABBBCABBBCCBA,.S......SS
AAAAAABABBBAAAA,AAAAAABABBBAAAAB,S.E..EE...
AAABBBAAABAAAAB,AAABBBAAABAAAABA,.E...E..SE
AAABBCBABAAAAA,AAABBCBABAAAAAA,ESEESS....
AAABBBAAAAABBA,AAABBBAAAAABBAA,.SE.E..E..
AAAACAACBACCBAA,AAAACAACBACCBAAB,.S...E....
